Column Name,NA,File,Corrected?,Additional Notes
Total Not Hospitalized,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Total Unknown Hospitalized,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
ICU Beds: Available Adult Beds,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Non-ICU Beds: Available Adult Beds,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Non-ICU: Available Pediatric Beds,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
ICU Beds: Available Pediatric Beds,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Ventilators: Available,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Total New Cases,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Total Cases: On Ventilator (Confirmed),FALSE,../../../covid19-data/OR/data/data_V1.csv,,
Scrape Time,FALSE,../../../covid19-data/OR/data/data_V1.csv,,
# Cases Age [0-19],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Cases Age [Unknown],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Hospitalized Age [0-19],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Hospitalized Age [20-29],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Hospitalized Age [30-39],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Hospitalized Age [40-49],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Hospitalized Age [50-59],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Hospitalized Age [60-69],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Hospitalized Age [70-79],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Hospitalized Age [80+],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Hospitalized Age [Unknown],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Deaths Age [0-19],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Deaths Age [20-29],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Deaths Age [30-39],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Deaths Age [40-49],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Deaths Age [50-59],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Deaths Age [60-69],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Deaths Age [70-79],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Deaths Age [80+],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Deaths Age [Unknown],FALSE,../../../covid19-data/OR/data/data_V2.csv,,
Total Cases: Female,FALSE,../../../covid19-data/OR/data/data_V2.csv,,
Total Cases: Male,FALSE,../../../covid19-data/OR/data/data_V2.csv,,
Total Cases: Unknown Sex,FALSE,../../../covid19-data/OR/data/data_V2.csv,,
Total Deaths: Female,FALSE,../../../covid19-data/OR/data/data_V2.csv,,
Total Deaths: Male,FALSE,../../../covid19-data/OR/data/data_V2.csv,,
Total Deaths: Unknown Sex,FALSE,../../../covid19-data/OR/data/data_V2.csv,,
Total Hospitalized,FALSE,../../../covid19-data/OR/data/data_V2.csv,,
Total Not Hospitalized,FALSE,../../../covid19-data/OR/data/data_V2.csv,,
Total Unknown Hospitalized,FALSE,../../../covid19-data/OR/data/data_V2.csv,,
ICU Beds: Available Adult Beds,TRUE,../../../covid19-data/OR/data/data_V2.csv,No,Unavailable raw data
ICU Beds: Total,TRUE,../../../covid19-data/OR/data/data_V2.csv,No,Unavailable raw data
Non-ICU Beds: Available Adult Beds,TRUE,../../../covid19-data/OR/data/data_V2.csv,No,Unavailable raw data
Non-ICU Beds: Total Adult Beds,TRUE,../../../covid19-data/OR/data/data_V2.csv,No,Unavailable raw data
ICU Beds: Available Pediatric NICU/PICU Beds,TRUE,../../../covid19-data/OR/data/data_V2.csv,No,Unavailable raw data
ICU Beds: Total Pediatric NICU/PICU Beds,TRUE,../../../covid19-data/OR/data/data_V2.csv,No,Unavailable raw data
Non-ICU Beds: Available Pediatric Beds,TRUE,../../../covid19-data/OR/data/data_V2.csv,No,Unavailable raw data
ICU Beds: Total Pediatric NICU/PICU Beds,TRUE,../../../covid19-data/OR/data/data_V2.csv,No,Unavailable raw data
Ventilators: Available,TRUE,../../../covid19-data/OR/data/data_V2.csv,No,Unavailable raw data
Total New Cases,TRUE,../../../covid19-data/OR/data/data_V2.csv,No,Unavailable raw data
Total Cases: On Ventilator (Confirmed),TRUE,../../../covid19-data/OR/data/data_V2.csv,No,Unavailable raw data
Scrape Time,FALSE,../../../covid19-data/OR/data/data_V2.csv,,
# Cases Age [0-19],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Cases Age [Unknown],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Hospitalized Age [0-19],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Hospitalized Age [20-29],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Hospitalized Age [30-39],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Hospitalized Age [40-49],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Hospitalized Age [50-59],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Hospitalized Age [60-69],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Hospitalized Age [70-79],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Hospitalized Age [80+],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Hospitalized Age [Unknown],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Deaths Age [0-19],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Deaths Age [20-29],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Deaths Age [30-39],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Deaths Age [40-49],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Deaths Age [50-59],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Deaths Age [60-69],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Deaths Age [70-79],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Deaths Age [80+],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
# Deaths Age [Unknown],FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Total Cases: Female,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Total Cases: Male,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Total Cases: Unknown Sex,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Total Deaths: Female,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Total Deaths: Male,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Total Deaths: Unknown Sex,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Total Hospitalized,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Total Not Hospitalized,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Total Unknown Hospitalized,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
ICU Beds: Available Adult Beds,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
ICU Beds: Total,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Non-ICU Beds: Available Adult Beds,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Non-ICU Beds: Total Adult Beds,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
ICU Beds: Available Pediatric NICU/PICU Beds,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
ICU Beds: Total Pediatric NICU/PICU Beds,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Non-ICU Beds: Available Pediatric Beds,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
ICU Beds: Total Pediatric NICU/PICU Beds,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Ventilators: Available,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Currently Hospitalized: Confirmed and Suspected Cases,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Total Cases: Patients in ICU (Confirmed and Suspected),FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Total Cases: On Ventilator (Confirmed and Suspected),FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Currently Hospitalized: Confirmed Cases,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Total Cases: Patients in ICU (Confirmed),FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Total Cases: On Ventilator (Confirmed),FALSE,../../../covid19-data/OR/data/data_V3.csv,,
Scrape Time,FALSE,../../../covid19-data/OR/data/data_V3.csv,,
State Name,FALSE,../../../covid19-data/PA/data/data.csv,,
State,FALSE,../../../covid19-data/PA/data/data.csv,,
Report Date,FALSE,../../../covid19-data/PA/data/data.csv,,
Total Cases,FALSE,../../../covid19-data/PA/data/data.csv,,
Total Tested,FALSE,../../../covid19-data/PA/data/data.csv,,
Total Deaths,FALSE,../../../covid19-data/PA/data/data.csv,,
# Cases Age [0-4],FALSE,../../../covid19-data/PA/data/data.csv,,
# Cases Age [5-12],FALSE,../../../covid19-data/PA/data/data.csv,,
# Cases Age [13-18],FALSE,../../../covid19-data/PA/data/data.csv,,
# Cases Age [19-24],FALSE,../../../covid19-data/PA/data/data.csv,,
# Cases Age [25-49],FALSE,../../../covid19-data/PA/data/data.csv,,
# Cases Age [50-64],FALSE,../../../covid19-data/PA/data/data.csv,,
# Cases Age [65+],FALSE,../../../covid19-data/PA/data/data.csv,,
Total Cases: Female,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
Total Cases: Male,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
Total Cases: Other Sex,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
Total Cases: Unknown Sex,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
Total Deaths: Female,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
Total Deaths: Male,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
Total Deaths: Other Sex,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
Total Deaths: Unknown Sex,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: Black,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: Asian,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: White,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: Other,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: Unknown,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: Black,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: Asian,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: White,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: Other,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: Unknown,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
Total Hospitalized,TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Hospitalized Age [0-29],TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Hospitalized Age [30-49],TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Hospitalized Age [50-64],TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Hospitalized Age [65-79],TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
# Hospitalized Age [80+],TRUE,../../../covid19-data/PA/data/data.csv,No,Unavailable raw data
Scrape Time,FALSE,../../../covid19-data/PA/data/data.csv,,
# Cases Age [0-9],FALSE,../../../covid19-data/RI/data/data.csv,,
# Cases Age [100+],FALSE,../../../covid19-data/RI/data/data.csv,,
# Cases Age [10-19],FALSE,../../../covid19-data/RI/data/data.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/RI/data/data.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/RI/data/data.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/RI/data/data.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/RI/data/data.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/RI/data/data.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/RI/data/data.csv,,
# Cases Age [80-89],FALSE,../../../covid19-data/RI/data/data.csv,,
# Cases Age [90-99],FALSE,../../../covid19-data/RI/data/data.csv,,
Total Cases: Female,FALSE,../../../covid19-data/RI/data/data.csv,,
Total Cases: Male,FALSE,../../../covid19-data/RI/data/data.csv,,
Total Cases: Other Sex,FALSE,../../../covid19-data/RI/data/data.csv,,
# Deaths Age [0-9],FALSE,../../../covid19-data/RI/data/data.csv,,
# Deaths Age [100+],FALSE,../../../covid19-data/RI/data/data.csv,,
# Deaths Age [10-19],FALSE,../../../covid19-data/RI/data/data.csv,,
# Deaths Age [20-29],FALSE,../../../covid19-data/RI/data/data.csv,,
# Deaths Age [30-39],FALSE,../../../covid19-data/RI/data/data.csv,,
# Deaths Age [40-49],FALSE,../../../covid19-data/RI/data/data.csv,,
# Deaths Age [50-59],FALSE,../../../covid19-data/RI/data/data.csv,,
# Deaths Age [60-69],FALSE,../../../covid19-data/RI/data/data.csv,,
# Deaths Age [70-79],FALSE,../../../covid19-data/RI/data/data.csv,,
# Deaths Age [80-89],FALSE,../../../covid19-data/RI/data/data.csv,,
# Deaths Age [90-99],FALSE,../../../covid19-data/RI/data/data.csv,,
Total Deaths: Female,FALSE,../../../covid19-data/RI/data/data.csv,,
Total Deaths: Male,FALSE,../../../covid19-data/RI/data/data.csv,,
Total Deaths: Other Sex,FALSE,../../../covid19-data/RI/data/data.csv,,
# Hospitalized Age [0-9],FALSE,../../../covid19-data/RI/data/data.csv,,
# Hospitalized Age [100+],FALSE,../../../covid19-data/RI/data/data.csv,,
# Hospitalized Age [10-19],FALSE,../../../covid19-data/RI/data/data.csv,,
# Hospitalized Age [20-29],FALSE,../../../covid19-data/RI/data/data.csv,,
# Hospitalized Age [30-39],FALSE,../../../covid19-data/RI/data/data.csv,,
# Hospitalized Age [40-49],FALSE,../../../covid19-data/RI/data/data.csv,,
# Hospitalized Age [50-59],FALSE,../../../covid19-data/RI/data/data.csv,,
# Hospitalized Age [60-69],FALSE,../../../covid19-data/RI/data/data.csv,,
# Hospitalized Age [70-79],FALSE,../../../covid19-data/RI/data/data.csv,,
# Hospitalized Age [80-89],FALSE,../../../covid19-data/RI/data/data.csv,,
# Hospitalized Age [90-99],FALSE,../../../covid19-data/RI/data/data.csv,,
Total Hospitalized: Female,FALSE,../../../covid19-data/RI/data/data.csv,,
Total Hospitalized: Male,FALSE,../../../covid19-data/RI/data/data.csv,,
Total Hospitalized: Other Sex,FALSE,../../../covid19-data/RI/data/data.csv,,
Scrape Time,FALSE,../../../covid19-data/RI/data/data.csv,,
# Cases Age [0-19],FALSE,../../../covid19-data/RI/data/dataV1.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/RI/data/dataV1.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/RI/data/dataV1.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/RI/data/dataV1.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/RI/data/dataV1.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/RI/data/dataV1.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/RI/data/dataV1.csv,,
# Cases Age [80-89],FALSE,../../../covid19-data/RI/data/dataV1.csv,,
# Cases Age [90+],FALSE,../../../covid19-data/RI/data/dataV1.csv,,
Total Cases: Female,FALSE,../../../covid19-data/RI/data/dataV1.csv,,
Total Cases: Male,FALSE,../../../covid19-data/RI/data/dataV1.csv,,
Scrape Time,FALSE,../../../covid19-data/RI/data/dataV1.csv,,
Report Time: Age Cases,FALSE,../../../covid19-data/RI/data/dataV1.csv,,
Report Date Gender,FALSE,../../../covid19-data/RI/data/dataV1.csv,,
# Cases Age [0-9],TRUE,../../../covid19-data/RI/data/dataV2.csv,Yes,Added <5 
# Cases Age [100+],TRUE,../../../covid19-data/RI/data/dataV2.csv,Yes,Added <5 
# Cases Age [10-19],TRUE,../../../covid19-data/RI/data/dataV2.csv,Yes,Added <5 
# Cases Age [20-29],FALSE,../../../covid19-data/RI/data/dataV2.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/RI/data/dataV2.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/RI/data/dataV2.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/RI/data/dataV2.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/RI/data/dataV2.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/RI/data/dataV2.csv,,
# Cases Age [80-89],FALSE,../../../covid19-data/RI/data/dataV2.csv,,
# Cases Age [90-99],FALSE,../../../covid19-data/RI/data/dataV2.csv,,
Total Cases: Female,FALSE,../../../covid19-data/RI/data/dataV2.csv,,
Total Cases: Male,FALSE,../../../covid19-data/RI/data/dataV2.csv,,
Scrape Time,FALSE,../../../covid19-data/RI/data/dataV2.csv,,
Report Time: Age Cases,FALSE,../../../covid19-data/RI/data/dataV2.csv,,
Report Date Gender,FALSE,../../../covid19-data/RI/data/dataV2.csv,,
# Cases Age [0-9],TRUE,../../../covid19-data/RI/data/dataV3.csv,Yes,Added <5 
# Cases Age [100+],TRUE,../../../covid19-data/RI/data/dataV3.csv,Yes,Added <5 
# Cases Age [10-19],FALSE,../../../covid19-data/RI/data/dataV3.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/RI/data/dataV3.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/RI/data/dataV3.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/RI/data/dataV3.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/RI/data/dataV3.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/RI/data/dataV3.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/RI/data/dataV3.csv,,
# Cases Age [80-89],FALSE,../../../covid19-data/RI/data/dataV3.csv,,
# Cases Age [90-99],FALSE,../../../covid19-data/RI/data/dataV3.csv,,
Total Cases: Female,FALSE,../../../covid19-data/RI/data/dataV3.csv,,
Total Cases: Male,FALSE,../../../covid19-data/RI/data/dataV3.csv,,
Total Cases: Other Sex,FALSE,../../../covid19-data/RI/data/dataV3.csv,,
Scrape Time,FALSE,../../../covid19-data/RI/data/dataV3.csv,,
Report Time: Age Cases,FALSE,../../../covid19-data/RI/data/dataV3.csv,,
Report Date Gender,FALSE,../../../covid19-data/RI/data/dataV3.csv,,
Total Active Cases,FALSE,../../../covid19-data/SD/data/data.csv,,
Total Hospitalized,FALSE,../../../covid19-data/SD/data/data.csv,,
Total Recovered,FALSE,../../../covid19-data/SD/data/data.csv,,
Total Cases: Positive,FALSE,../../../covid19-data/SD/data/data.csv,,
Total Cases: Negative,FALSE,../../../covid19-data/SD/data/data.csv,,
Total Ever Hospitalized,FALSE,../../../covid19-data/SD/data/data.csv,,
Total Deaths,FALSE,../../../covid19-data/SD/data/data.csv,,
# Cases Age [0-19],FALSE,../../../covid19-data/SD/data/data.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/SD/data/data.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/SD/data/data.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/SD/data/data.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/SD/data/data.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/SD/data/data.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/SD/data/data.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/SD/data/data.csv,,
# Deaths Age [0-19],FALSE,../../../covid19-data/SD/data/data.csv,,
# Deaths Age [20-29],FALSE,../../../covid19-data/SD/data/data.csv,,
