,0,File
# Cases Age [60-69],False,../../../covid19-data/OR/data/data.csv
# Cases Age [70-79],False,../../../covid19-data/OR/data/data.csv
# Cases Age [80+],False,../../../covid19-data/OR/data/data.csv
# Cases Age [Unknown],False,../../../covid19-data/OR/data/data.csv
# Hospitalized Age [0-9],False,../../../covid19-data/OR/data/data.csv
# Hospitalized Age [10-19],False,../../../covid19-data/OR/data/data.csv
# Hospitalized Age [20-29],False,../../../covid19-data/OR/data/data.csv
# Hospitalized Age [30-39],False,../../../covid19-data/OR/data/data.csv
# Hospitalized Age [40-49],False,../../../covid19-data/OR/data/data.csv
# Hospitalized Age [50-59],False,../../../covid19-data/OR/data/data.csv
# Hospitalized Age [60-69],False,../../../covid19-data/OR/data/data.csv
# Hospitalized Age [70-79],False,../../../covid19-data/OR/data/data.csv
# Hospitalized Age [80+],False,../../../covid19-data/OR/data/data.csv
# Hospitalized Age [Unknown],False,../../../covid19-data/OR/data/data.csv
# Deaths Age [0-9],False,../../../covid19-data/OR/data/data.csv
# Deaths Age [10-19],False,../../../covid19-data/OR/data/data.csv
# Deaths Age [20-29],False,../../../covid19-data/OR/data/data.csv
# Deaths Age [30-39],False,../../../covid19-data/OR/data/data.csv
# Deaths Age [40-49],False,../../../covid19-data/OR/data/data.csv
# Deaths Age [50-59],False,../../../covid19-data/OR/data/data.csv
# Deaths Age [60-69],False,../../../covid19-data/OR/data/data.csv
# Deaths Age [70-79],False,../../../covid19-data/OR/data/data.csv
# Deaths Age [80+],False,../../../covid19-data/OR/data/data.csv
# Deaths Age [Unknown],False,../../../covid19-data/OR/data/data.csv
Total Cases: Female,False,../../../covid19-data/OR/data/data.csv
Total Cases: Male,False,../../../covid19-data/OR/data/data.csv
Total Cases: Unknown Sex,False,../../../covid19-data/OR/data/data.csv
Total Deaths: Female,False,../../../covid19-data/OR/data/data.csv
Total Deaths: Male,False,../../../covid19-data/OR/data/data.csv
Total Deaths: Unknown Sex,False,../../../covid19-data/OR/data/data.csv
Total Hospitalized,False,../../../covid19-data/OR/data/data.csv
Total Not Hospitalized,False,../../../covid19-data/OR/data/data.csv
Total Unknown Hospitalized,False,../../../covid19-data/OR/data/data.csv
ICU Beds: Available Adult Beds,False,../../../covid19-data/OR/data/data.csv
ICU Beds: Total,False,../../../covid19-data/OR/data/data.csv
Non-ICU Beds: Available Adult Beds,False,../../../covid19-data/OR/data/data.csv
Non-ICU Beds: Total Adult Beds,False,../../../covid19-data/OR/data/data.csv
ICU Beds: Available Pediatric NICU/PICU Beds,False,../../../covid19-data/OR/data/data.csv
ICU Beds: Total Pediatric NICU/PICU Beds,False,../../../covid19-data/OR/data/data.csv
Non-ICU Beds: Available Pediatric Beds,False,../../../covid19-data/OR/data/data.csv
ICU Beds: Total Pediatric NICU/PICU Beds,False,../../../covid19-data/OR/data/data.csv
Ventilators: Available,False,../../../covid19-data/OR/data/data.csv
Currently Hospitalized: Confirmed and Suspected Cases,False,../../../covid19-data/OR/data/data.csv
Total Cases: Patients in ICU (Confirmed and Suspected),False,../../../covid19-data/OR/data/data.csv
Total Cases: On Ventilator (Confirmed and Suspected),False,../../../covid19-data/OR/data/data.csv
Currently Hospitalized: Confirmed Cases,False,../../../covid19-data/OR/data/data.csv
Total Cases: Patients in ICU (Confirmed),False,../../../covid19-data/OR/data/data.csv
Total Cases: On Ventilator (Confirmed),False,../../../covid19-data/OR/data/data.csv
Scrape Time,False,../../../covid19-data/OR/data/data.csv
# Cases Age [0-19],False,../../../covid19-data/OR/data/data_V1.csv
# Cases Age [20-29],False,../../../covid19-data/OR/data/data_V1.csv
# Cases Age [30-39],False,../../../covid19-data/OR/data/data_V1.csv
# Cases Age [40-49],False,../../../covid19-data/OR/data/data_V1.csv
# Cases Age [50-59],False,../../../covid19-data/OR/data/data_V1.csv
# Cases Age [60-69],False,../../../covid19-data/OR/data/data_V1.csv
# Cases Age [70-79],False,../../../covid19-data/OR/data/data_V1.csv
# Cases Age [80+],False,../../../covid19-data/OR/data/data_V1.csv
# Cases Age [Unknown],False,../../../covid19-data/OR/data/data_V1.csv
# Hospitalized Age [0-19],False,../../../covid19-data/OR/data/data_V1.csv
# Hospitalized Age [20-29],False,../../../covid19-data/OR/data/data_V1.csv
# Hospitalized Age [30-39],False,../../../covid19-data/OR/data/data_V1.csv
# Hospitalized Age [40-49],False,../../../covid19-data/OR/data/data_V1.csv
# Hospitalized Age [50-59],False,../../../covid19-data/OR/data/data_V1.csv
# Hospitalized Age [60-69],False,../../../covid19-data/OR/data/data_V1.csv
# Hospitalized Age [70-79],False,../../../covid19-data/OR/data/data_V1.csv
# Hospitalized Age [80+],False,../../../covid19-data/OR/data/data_V1.csv
# Hospitalized Age [Unknown],False,../../../covid19-data/OR/data/data_V1.csv
# Deaths Age [0-19],False,../../../covid19-data/OR/data/data_V1.csv
# Deaths Age [20-29],False,../../../covid19-data/OR/data/data_V1.csv
# Deaths Age [30-39],False,../../../covid19-data/OR/data/data_V1.csv
# Deaths Age [40-49],False,../../../covid19-data/OR/data/data_V1.csv
# Deaths Age [50-59],False,../../../covid19-data/OR/data/data_V1.csv
# Deaths Age [60-69],False,../../../covid19-data/OR/data/data_V1.csv
# Deaths Age [70-79],False,../../../covid19-data/OR/data/data_V1.csv
# Deaths Age [80+],False,../../../covid19-data/OR/data/data_V1.csv
# Deaths Age [Unknown],False,../../../covid19-data/OR/data/data_V1.csv
Total Cases: Female,False,../../../covid19-data/OR/data/data_V1.csv
Total Cases: Male,False,../../../covid19-data/OR/data/data_V1.csv
Total Cases: Unknown Sex,False,../../../covid19-data/OR/data/data_V1.csv
Total Deaths: Female,False,../../../covid19-data/OR/data/data_V1.csv
Total Deaths: Male,False,../../../covid19-data/OR/data/data_V1.csv
Total Deaths: Unknown Sex,False,../../../covid19-data/OR/data/data_V1.csv
Total Hospitalized,False,../../../covid19-data/OR/data/data_V1.csv
Total Not Hospitalized,False,../../../covid19-data/OR/data/data_V1.csv
Total Unknown Hospitalized,False,../../../covid19-data/OR/data/data_V1.csv
ICU Beds: Available Adult Beds,False,../../../covid19-data/OR/data/data_V1.csv
Non-ICU Beds: Available Adult Beds,False,../../../covid19-data/OR/data/data_V1.csv
Non-ICU: Available Pediatric Beds,False,../../../covid19-data/OR/data/data_V1.csv
ICU Beds: Available Pediatric Beds,False,../../../covid19-data/OR/data/data_V1.csv
Ventilators: Available,False,../../../covid19-data/OR/data/data_V1.csv
Total New Cases,False,../../../covid19-data/OR/data/data_V1.csv
Total Cases: On Ventilator (Confirmed),False,../../../covid19-data/OR/data/data_V1.csv
Scrape Time,False,../../../covid19-data/OR/data/data_V1.csv
# Cases Age [0-19],False,../../../covid19-data/OR/data/data_V2.csv
# Cases Age [20-29],False,../../../covid19-data/OR/data/data_V2.csv
# Cases Age [30-39],False,../../../covid19-data/OR/data/data_V2.csv
# Cases Age [40-49],False,../../../covid19-data/OR/data/data_V2.csv
# Cases Age [50-59],False,../../../covid19-data/OR/data/data_V2.csv
# Cases Age [60-69],False,../../../covid19-data/OR/data/data_V2.csv
# Cases Age [70-79],False,../../../covid19-data/OR/data/data_V2.csv
# Cases Age [80+],False,../../../covid19-data/OR/data/data_V2.csv
# Cases Age [Unknown],False,../../../covid19-data/OR/data/data_V2.csv
# Hospitalized Age [0-19],False,../../../covid19-data/OR/data/data_V2.csv
# Hospitalized Age [20-29],False,../../../covid19-data/OR/data/data_V2.csv
# Hospitalized Age [30-39],False,../../../covid19-data/OR/data/data_V2.csv
# Hospitalized Age [40-49],False,../../../covid19-data/OR/data/data_V2.csv
# Hospitalized Age [50-59],False,../../../covid19-data/OR/data/data_V2.csv
# Hospitalized Age [60-69],False,../../../covid19-data/OR/data/data_V2.csv
# Hospitalized Age [70-79],False,../../../covid19-data/OR/data/data_V2.csv
# Hospitalized Age [80+],False,../../../covid19-data/OR/data/data_V2.csv
# Hospitalized Age [Unknown],False,../../../covid19-data/OR/data/data_V2.csv
# Deaths Age [0-19],False,../../../covid19-data/OR/data/data_V2.csv
# Deaths Age [20-29],False,../../../covid19-data/OR/data/data_V2.csv
# Deaths Age [30-39],False,../../../covid19-data/OR/data/data_V2.csv
# Deaths Age [40-49],False,../../../covid19-data/OR/data/data_V2.csv
# Deaths Age [50-59],False,../../../covid19-data/OR/data/data_V2.csv
# Deaths Age [60-69],False,../../../covid19-data/OR/data/data_V2.csv
# Deaths Age [70-79],False,../../../covid19-data/OR/data/data_V2.csv
# Deaths Age [80+],False,../../../covid19-data/OR/data/data_V2.csv
# Deaths Age [Unknown],False,../../../covid19-data/OR/data/data_V2.csv
Total Cases: Female,False,../../../covid19-data/OR/data/data_V2.csv
Total Cases: Male,False,../../../covid19-data/OR/data/data_V2.csv
Total Cases: Unknown Sex,False,../../../covid19-data/OR/data/data_V2.csv
Total Deaths: Female,False,../../../covid19-data/OR/data/data_V2.csv
Total Deaths: Male,False,../../../covid19-data/OR/data/data_V2.csv
Total Deaths: Unknown Sex,False,../../../covid19-data/OR/data/data_V2.csv
Total Hospitalized,False,../../../covid19-data/OR/data/data_V2.csv
Total Not Hospitalized,False,../../../covid19-data/OR/data/data_V2.csv
Total Unknown Hospitalized,False,../../../covid19-data/OR/data/data_V2.csv
ICU Beds: Available Adult Beds,True,../../../covid19-data/OR/data/data_V2.csv
ICU Beds: Total,True,../../../covid19-data/OR/data/data_V2.csv
Non-ICU Beds: Available Adult Beds,True,../../../covid19-data/OR/data/data_V2.csv
Non-ICU Beds: Total Adult Beds,True,../../../covid19-data/OR/data/data_V2.csv
ICU Beds: Available Pediatric NICU/PICU Beds,True,../../../covid19-data/OR/data/data_V2.csv
ICU Beds: Total Pediatric NICU/PICU Beds,True,../../../covid19-data/OR/data/data_V2.csv
Non-ICU Beds: Available Pediatric Beds,True,../../../covid19-data/OR/data/data_V2.csv
ICU Beds: Total Pediatric NICU/PICU Beds,True,../../../covid19-data/OR/data/data_V2.csv
Ventilators: Available,True,../../../covid19-data/OR/data/data_V2.csv
Total New Cases,True,../../../covid19-data/OR/data/data_V2.csv
Total Cases: On Ventilator (Confirmed),True,../../../covid19-data/OR/data/data_V2.csv
Scrape Time,False,../../../covid19-data/OR/data/data_V2.csv
# Cases Age [0-19],False,../../../covid19-data/OR/data/data_V3.csv
# Cases Age [20-29],False,../../../covid19-data/OR/data/data_V3.csv
# Cases Age [30-39],False,../../../covid19-data/OR/data/data_V3.csv
# Cases Age [40-49],False,../../../covid19-data/OR/data/data_V3.csv
# Cases Age [50-59],False,../../../covid19-data/OR/data/data_V3.csv
# Cases Age [60-69],False,../../../covid19-data/OR/data/data_V3.csv
# Cases Age [70-79],False,../../../covid19-data/OR/data/data_V3.csv
# Cases Age [80+],False,../../../covid19-data/OR/data/data_V3.csv
# Cases Age [Unknown],False,../../../covid19-data/OR/data/data_V3.csv
# Hospitalized Age [0-19],False,../../../covid19-data/OR/data/data_V3.csv
# Hospitalized Age [20-29],False,../../../covid19-data/OR/data/data_V3.csv
# Hospitalized Age [30-39],False,../../../covid19-data/OR/data/data_V3.csv
# Hospitalized Age [40-49],False,../../../covid19-data/OR/data/data_V3.csv
# Hospitalized Age [50-59],False,../../../covid19-data/OR/data/data_V3.csv
# Hospitalized Age [60-69],False,../../../covid19-data/OR/data/data_V3.csv
# Hospitalized Age [70-79],False,../../../covid19-data/OR/data/data_V3.csv
# Hospitalized Age [80+],False,../../../covid19-data/OR/data/data_V3.csv
# Hospitalized Age [Unknown],False,../../../covid19-data/OR/data/data_V3.csv
# Deaths Age [0-19],False,../../../covid19-data/OR/data/data_V3.csv
# Deaths Age [20-29],False,../../../covid19-data/OR/data/data_V3.csv
# Deaths Age [30-39],False,../../../covid19-data/OR/data/data_V3.csv
# Deaths Age [40-49],False,../../../covid19-data/OR/data/data_V3.csv
# Deaths Age [50-59],False,../../../covid19-data/OR/data/data_V3.csv
# Deaths Age [60-69],False,../../../covid19-data/OR/data/data_V3.csv
# Deaths Age [70-79],False,../../../covid19-data/OR/data/data_V3.csv
# Deaths Age [80+],False,../../../covid19-data/OR/data/data_V3.csv
# Deaths Age [Unknown],False,../../../covid19-data/OR/data/data_V3.csv
Total Cases: Female,False,../../../covid19-data/OR/data/data_V3.csv
Total Cases: Male,False,../../../covid19-data/OR/data/data_V3.csv
Total Cases: Unknown Sex,False,../../../covid19-data/OR/data/data_V3.csv
Total Deaths: Female,False,../../../covid19-data/OR/data/data_V3.csv
Total Deaths: Male,False,../../../covid19-data/OR/data/data_V3.csv
Total Deaths: Unknown Sex,False,../../../covid19-data/OR/data/data_V3.csv
Total Hospitalized,False,../../../covid19-data/OR/data/data_V3.csv
Total Not Hospitalized,False,../../../covid19-data/OR/data/data_V3.csv
Total Unknown Hospitalized,False,../../../covid19-data/OR/data/data_V3.csv
ICU Beds: Available Adult Beds,False,../../../covid19-data/OR/data/data_V3.csv
ICU Beds: Total,False,../../../covid19-data/OR/data/data_V3.csv
Non-ICU Beds: Available Adult Beds,False,../../../covid19-data/OR/data/data_V3.csv
Non-ICU Beds: Total Adult Beds,False,../../../covid19-data/OR/data/data_V3.csv
ICU Beds: Available Pediatric NICU/PICU Beds,False,../../../covid19-data/OR/data/data_V3.csv
ICU Beds: Total Pediatric NICU/PICU Beds,False,../../../covid19-data/OR/data/data_V3.csv
Non-ICU Beds: Available Pediatric Beds,False,../../../covid19-data/OR/data/data_V3.csv
ICU Beds: Total Pediatric NICU/PICU Beds,False,../../../covid19-data/OR/data/data_V3.csv
Ventilators: Available,False,../../../covid19-data/OR/data/data_V3.csv
Currently Hospitalized: Confirmed and Suspected Cases,False,../../../covid19-data/OR/data/data_V3.csv
Total Cases: Patients in ICU (Confirmed and Suspected),False,../../../covid19-data/OR/data/data_V3.csv
Total Cases: On Ventilator (Confirmed and Suspected),False,../../../covid19-data/OR/data/data_V3.csv
Currently Hospitalized: Confirmed Cases,False,../../../covid19-data/OR/data/data_V3.csv
Total Cases: Patients in ICU (Confirmed),False,../../../covid19-data/OR/data/data_V3.csv
Total Cases: On Ventilator (Confirmed),False,../../../covid19-data/OR/data/data_V3.csv
Scrape Time,False,../../../covid19-data/OR/data/data_V3.csv
State Name,False,../../../covid19-data/PA/data/data.csv
State,False,../../../covid19-data/PA/data/data.csv
Report Date,False,../../../covid19-data/PA/data/data.csv
Total Cases,False,../../../covid19-data/PA/data/data.csv
Total Tested,False,../../../covid19-data/PA/data/data.csv
Total Deaths,False,../../../covid19-data/PA/data/data.csv
# Cases Age [0-4],False,../../../covid19-data/PA/data/data.csv
# Cases Age [5-12],False,../../../covid19-data/PA/data/data.csv
# Cases Age [13-18],False,../../../covid19-data/PA/data/data.csv
# Cases Age [19-24],False,../../../covid19-data/PA/data/data.csv
# Cases Age [25-49],False,../../../covid19-data/PA/data/data.csv
# Cases Age [50-64],False,../../../covid19-data/PA/data/data.csv
# Cases Age [65+],False,../../../covid19-data/PA/data/data.csv
Total Cases: Female,True,../../../covid19-data/PA/data/data.csv
Total Cases: Male,True,../../../covid19-data/PA/data/data.csv
Total Cases: Other Sex,True,../../../covid19-data/PA/data/data.csv
Total Cases: Unknown Sex,True,../../../covid19-data/PA/data/data.csv
# Cases Race/Ethnicity: Black,True,../../../covid19-data/PA/data/data.csv
# Cases Race/Ethnicity: Asian,True,../../../covid19-data/PA/data/data.csv
# Cases Race/Ethnicity: White,True,../../../covid19-data/PA/data/data.csv
# Cases Race/Ethnicity: Other,True,../../../covid19-data/PA/data/data.csv
# Cases Race/Ethnicity: Unknown,True,../../../covid19-data/PA/data/data.csv
Total Hospitalized,True,../../../covid19-data/PA/data/data.csv
# Hospitalized Age [0-29],True,../../../covid19-data/PA/data/data.csv
# Hospitalized Age [30-49],True,../../../covid19-data/PA/data/data.csv
# Hospitalized Age [50-64],True,../../../covid19-data/PA/data/data.csv
# Hospitalized Age [65-79],True,../../../covid19-data/PA/data/data.csv
# Hospitalized Age [80+],True,../../../covid19-data/PA/data/data.csv
Scrape Time,False,../../../covid19-data/PA/data/data.csv
# Cases Age [0-9],False,../../../covid19-data/RI/data/data.csv
# Cases Age [100+],False,../../../covid19-data/RI/data/data.csv
# Cases Age [10-19],False,../../../covid19-data/RI/data/data.csv
# Cases Age [20-29],False,../../../covid19-data/RI/data/data.csv
# Cases Age [30-39],False,../../../covid19-data/RI/data/data.csv
# Cases Age [40-49],False,../../../covid19-data/RI/data/data.csv
# Cases Age [50-59],False,../../../covid19-data/RI/data/data.csv
# Cases Age [60-69],False,../../../covid19-data/RI/data/data.csv
# Cases Age [70-79],False,../../../covid19-data/RI/data/data.csv
# Cases Age [80-89],False,../../../covid19-data/RI/data/data.csv
# Cases Age [90-99],False,../../../covid19-data/RI/data/data.csv
Total Cases: Female,False,../../../covid19-data/RI/data/data.csv
Total Cases: Male,False,../../../covid19-data/RI/data/data.csv
Total Cases: Other Sex,False,../../../covid19-data/RI/data/data.csv
# Deaths Age [0-9],False,../../../covid19-data/RI/data/data.csv
# Deaths Age [100+],False,../../../covid19-data/RI/data/data.csv
# Deaths Age [10-19],False,../../../covid19-data/RI/data/data.csv
# Deaths Age [20-29],False,../../../covid19-data/RI/data/data.csv
# Deaths Age [30-39],False,../../../covid19-data/RI/data/data.csv
# Deaths Age [40-49],False,../../../covid19-data/RI/data/data.csv
# Deaths Age [50-59],False,../../../covid19-data/RI/data/data.csv
# Deaths Age [60-69],False,../../../covid19-data/RI/data/data.csv
