county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Placer,1145.0,11.0,23,0,07/15/20
San Luis Obispo,1097.0,6.0,37,1,07/15/20
Solano,2343.0,31.0,77,0,07/15/20
Monterey,2780.0,18.0,56,0,07/15/20
Yuba,221.0,3.0,11,0,07/15/20
San Francisco,4757.0,50.0,98,0,07/15/20
Orange,27718.0,455.0,803,22,07/15/20
Mono,52.0,1.0,4,0,07/15/20
Calaveras,75.0,0.0,1,0,07/15/20
Alpine,1.0,0.0,0,0,07/15/20
Nevada,185.0,1.0,5,0,07/15/20
Butte,420.0,4.0,38,0,07/15/20
Santa Cruz,660.0,3.0,21,0,07/15/20
Mendocino,119.0,0.0,9,0,07/15/20
Fresno,9124.0,91.0,183,0,07/15/20
Inyo,36.0,1.0,1,0,07/15/20
San Joaquin,7381.0,73.0,238,0,07/15/20
Ventura,5087.0,53.0,137,0,07/15/20
Trinity,2.0,0.0,0,0,07/15/20
Mariposa,34.0,1.0,2,0,07/15/20
El Dorado,339.0,0.0,15,0,07/15/20
Sonoma,1920.0,16.0,54,0,07/15/20
Shasta,193.0,6.0,3,0,07/15/20
Lassen,319.0,0.0,56,0,07/15/20
Colusa,135.0,0.0,7,0,07/15/20
Lake,122.0,1.0,2,0,07/15/20
Modoc,0.0,0.0,0,0,07/15/20
Tulare,6320.0,153.0,121,0,07/15/20
San Benito,388.0,2.0,28,0,07/15/20
Alameda,8615.0,154.0,227,2,07/15/20
Marin,3458.0,28.0,7,0,07/15/20
San Diego,21448.0,448.0,561,12,07/15/20
Out Of Country,0.0,0.0,0,0,07/15/20
Glenn,184.0,0.0,7,0,07/15/20
Siskiyou,38.0,0.0,0,0,07/15/20
Madera,1147.0,10.0,29,1,07/15/20
Tehama,126.0,1.0,3,0,07/15/20
Sutter,433.0,4.0,28,0,07/15/20
Napa,573.0,4.0,16,0,07/15/20
Los Angeles,143343.0,3932.0,2711,38,07/15/20
Sacramento,6217.0,92.0,239,1,07/15/20
Merced,2156.0,15.0,72,2,07/15/20
Kings,2906.0,40.0,39,0,07/15/20
Kern,7155.0,98.0,176,0,07/15/20
Riverside,28492.0,577.0,642,24,07/15/20
Unassigned,10.0,0.0,6,0,07/15/20
Contra Costa,5246.0,92.0,136,0,07/15/20
Del Norte,60.0,0.0,0,0,07/15/20
San Bernardino,21508.0,310.0,1019,1,07/15/20
Stanislaus,5777.0,61.0,146,4,07/15/20
Plumas,16.0,0.0,2,0,07/15/20
Humboldt,181.0,4.0,6,0,07/15/20
Amador,44.0,0.0,0,0,07/15/20
Imperial,7110.0,148.0,15,7,07/15/20
Yolo,1002.0,29.0,36,0,07/15/20
Santa Clara,6990.0,176.0,90,3,07/16/20
San Mateo,4336.0,114.0,78,0,07/16/20
Santa Barbara,4872.0,32.0,139,1,07/16/20
Tuolumne,71.0,0.0,3,0,07/16/20
Sierra,1.0,0.0,0,0,07/16/20
Placer,1168.0,11.0,23,0,07/16/20
San Luis Obispo,1146.0,6.0,49,0,07/16/20
Solano,2372.0,31.0,29,0,07/16/20
Monterey,2857.0,18.0,77,0,07/16/20
Yuba,221.0,3.0,0,0,07/16/20
San Francisco,4838.0,51.0,81,1,07/16/20
Orange,28525.0,466.0,807,11,07/16/20
Mono,53.0,1.0,1,0,07/16/20
Calaveras,82.0,0.0,7,0,07/16/20
Alpine,1.0,0.0,0,0,07/16/20
Nevada,191.0,1.0,6,0,07/16/20
Butte,465.0,4.0,45,0,07/16/20
Santa Cruz,698.0,3.0,38,0,07/16/20
Mendocino,121.0,0.0,2,0,07/16/20
Fresno,9481.0,91.0,357,0,07/16/20
Inyo,38.0,1.0,2,0,07/16/20
San Joaquin,7713.0,81.0,332,8,07/16/20
Ventura,5231.0,56.0,144,3,07/16/20
Trinity,2.0,0.0,0,0,07/16/20
Mariposa,34.0,1.0,0,0,07/16/20
El Dorado,357.0,0.0,18,0,07/16/20
Sonoma,1954.0,16.0,34,0,07/16/20
Shasta,208.0,6.0,15,0,07/16/20
Lassen,355.0,0.0,36,0,07/16/20
Colusa,140.0,0.0,5,0,07/16/20
Lake,128.0,1.0,6,0,07/16/20
Modoc,0.0,0.0,0,0,07/16/20
Tulare,6467.0,161.0,147,8,07/16/20
San Benito,389.0,2.0,1,0,07/16/20
Alameda,8719.0,154.0,104,0,07/16/20
Marin,3546.0,29.0,88,1,07/16/20
San Diego,21857.0,465.0,409,17,07/16/20
Out Of Country,0.0,0.0,0,0,07/16/20
Glenn,190.0,0.0,6,0,07/16/20
Siskiyou,39.0,0.0,1,0,07/16/20
Madera,1192.0,11.0,45,1,07/16/20
Tehama,126.0,1.0,0,0,07/16/20
Sutter,444.0,4.0,11,0,07/16/20
Napa,581.0,4.0,8,0,07/16/20
Los Angeles,147759.0,3988.0,4416,56,07/16/20
Sacramento,6440.0,94.0,223,2,07/16/20
Merced,2228.0,15.0,72,0,07/16/20
Kings,2937.0,41.0,31,1,07/16/20
Kern,7435.0,105.0,280,7,07/16/20
Riverside,28904.0,585.0,412,8,07/16/20
Unassigned,4.0,0.0,-6,0,07/16/20
Contra Costa,5338.0,93.0,92,1,07/16/20
Del Norte,60.0,0.0,0,0,07/16/20
San Bernardino,22355.0,310.0,847,0,07/16/20
Stanislaus,6077.0,61.0,300,0,07/16/20
Plumas,16.0,0.0,0,0,07/16/20
Humboldt,184.0,4.0,3,0,07/16/20
Amador,46.0,0.0,2,0,07/16/20
Imperial,7148.0,148.0,38,0,07/16/20
Yolo,1034.0,30.0,32,1,07/16/20
Santa Clara,7080.0,177.0,90,1,07/17/20
San Mateo,4407.0,114.0,71,0,07/17/20
Santa Barbara,5001.0,32.0,129,0,07/17/20
Tuolumne,73.0,0.0,2,0,07/17/20
Sierra,1.0,0.0,0,0,07/17/20
Placer,1207.0,11.0,39,0,07/17/20
San Luis Obispo,1190.0,6.0,44,0,07/17/20
Solano,2452.0,31.0,80,0,07/17/20
Monterey,2922.0,18.0,65,0,07/17/20
Yuba,231.0,3.0,10,0,07/17/20
San Francisco,4967.0,52.0,129,1,07/17/20
Orange,28962.0,469.0,437,3,07/17/20
Mono,54.0,1.0,1,0,07/17/20
Calaveras,86.0,0.0,4,0,07/17/20
Alpine,1.0,0.0,0,0,07/17/20
Nevada,200.0,1.0,9,0,07/17/20
Butte,497.0,4.0,32,0,07/17/20
Santa Cruz,716.0,3.0,18,0,07/17/20
Mendocino,126.0,0.0,5,0,07/17/20
Fresno,9954.0,100.0,473,9,07/17/20
Inyo,38.0,1.0,0,0,07/17/20
San Joaquin,7925.0,83.0,212,2,07/17/20
Ventura,5451.0,56.0,220,0,07/17/20
Trinity,2.0,0.0,0,0,07/17/20
Mariposa,35.0,1.0,1,0,07/17/20
El Dorado,368.0,0.0,11,0,07/17/20
Sonoma,1982.0,19.0,28,3,07/17/20
Shasta,213.0,7.0,5,1,07/17/20
Lassen,391.0,0.0,36,0,07/17/20
Colusa,146.0,0.0,6,0,07/17/20
Lake,139.0,1.0,11,0,07/17/20
Modoc,0.0,0.0,0,0,07/17/20
Tulare,6671.0,165.0,204,4,07/17/20
San Benito,399.0,2.0,10,0,07/17/20
Alameda,8893.0,161.0,174,7,07/17/20
Marin,3839.0,29.0,293,0,07/17/20
San Diego,22491.0,472.0,634,7,07/17/20
Out Of Country,0.0,0.0,0,0,07/17/20
Glenn,203.0,0.0,13,0,07/17/20
Siskiyou,40.0,0.0,1,0,07/17/20
Madera,1214.0,11.0,22,0,07/17/20
Tehama,128.0,1.0,2,0,07/17/20
Sutter,458.0,4.0,14,0,07/17/20
Napa,598.0,5.0,17,1,07/17/20
Los Angeles,150481.0,4047.0,2722,59,07/17/20
Sacramento,6563.0,95.0,123,1,07/17/20
Merced,2328.0,15.0,100,0,07/17/20
Kings,2978.0,41.0,41,0,07/17/20
Kern,8291.0,105.0,856,0,07/17/20
Riverside,29639.0,587.0,735,2,07/17/20
Unassigned,15.0,0.0,11,0,07/17/20
Contra Costa,5483.0,96.0,145,3,07/17/20
Del Norte,60.0,0.0,0,0,07/17/20
San Bernardino,23057.0,315.0,702,5,07/17/20
Stanislaus,6220.0,63.0,143,2,07/17/20
Plumas,16.0,0.0,0,0,07/17/20
Humboldt,185.0,4.0,1,0,07/17/20
Amador,48.0,0.0,2,0,07/17/20
Imperial,7193.0,156.0,45,8,07/17/20
Yolo,1055.0,31.0,21,1,07/17/20
Santa Clara,7255.0,177.0,175,0,07/18/20
San Mateo,4488.0,114.0,81,0,07/18/20
Santa Barbara,5110.0,32.0,109,0,07/18/20
Tuolumne,75.0,0.0,2,0,07/18/20
Sierra,1.0,0.0,0,0,07/18/20
Placer,1233.0,11.0,26,0,07/18/20
San Luis Obispo,1234.0,6.0,44,0,07/18/20
Solano,2503.0,31.0,51,0,07/18/20
Monterey,3020.0,18.0,98,0,07/18/20
Yuba,237.0,3.0,6,0,07/18/20
San Francisco,5051.0,52.0,84,0,07/18/20
Orange,29603.0,494.0,641,25,07/18/20
Mono,54.0,1.0,0,0,07/18/20
Calaveras,89.0,0.0,3,0,07/18/20
Alpine,2.0,0.0,1,0,07/18/20
Nevada,204.0,1.0,4,0,07/18/20
Butte,551.0,4.0,54,0,07/18/20
Santa Cruz,751.0,3.0,35,0,07/18/20
Mendocino,137.0,0.0,11,0,07/18/20
Fresno,10381.0,100.0,427,0,07/18/20
Inyo,38.0,1.0,0,0,07/18/20
San Joaquin,8118.0,83.0,193,0,07/18/20
Ventura,5630.0,56.0,179,0,07/18/20
Trinity,2.0,0.0,0,0,07/18/20
Mariposa,35.0,1.0,0,0,07/18/20
El Dorado,385.0,0.0,17,0,07/18/20
Sonoma,2019.0,19.0,37,0,07/18/20
Shasta,216.0,7.0,3,0,07/18/20
Lassen,474.0,0.0,83,0,07/18/20
Colusa,182.0,0.0,36,0,07/18/20
Lake,142.0,1.0,3,0,07/18/20
Modoc,0.0,0.0,0,0,07/18/20
Tulare,6810.0,165.0,139,0,07/18/20
San Benito,407.0,2.0,8,0,07/18/20
Alameda,9089.0,162.0,196,1,07/18/20
Marin,4089.0,30.0,250,1,07/18/20
San Diego,23116.0,478.0,625,6,07/18/20
Out Of Country,0.0,0.0,0,0,07/18/20
Glenn,212.0,0.0,9,0,07/18/20
Siskiyou,42.0,0.0,2,0,07/18/20
Madera,1260.0,11.0,46,0,07/18/20
Tehama,136.0,1.0,8,0,07/18/20
Sutter,473.0,4.0,15,0,07/18/20
Napa,609.0,5.0,11,0,07/18/20
Los Angeles,153265.0,4084.0,2784,37,07/18/20
Sacramento,6739.0,95.0,176,0,07/18/20
Merced,2424.0,15.0,96,0,07/18/20
Kings,2996.0,41.0,18,0,07/18/20
Kern,9250.0,105.0,959,0,07/18/20
Riverside,30245.0,587.0,606,0,07/18/20
Unassigned,8.0,0.0,-7,0,07/18/20
Contra Costa,5617.0,98.0,134,2,07/18/20
Del Norte,61.0,0.0,1,0,07/18/20
San Bernardino,23680.0,328.0,623,13,07/18/20
Stanislaus,6344.0,63.0,124,0,07/18/20
Plumas,17.0,0.0,1,0,07/18/20
Humboldt,189.0,4.0,4,0,07/18/20
Amador,49.0,0.0,1,0,07/18/20
Imperial,7268.0,161.0,75,5,07/18/20
Yolo,1077.0,31.0,22,0,07/18/20
Santa Clara,7403.0,177.0,148,0,07/19/20
San Mateo,4522.0,114.0,34,0,07/19/20
Santa Barbara,5145.0,32.0,35,0,07/19/20
Tuolumne,75.0,0.0,0,0,07/19/20
Sierra,1.0,0.0,0,0,07/19/20
Placer,1246.0,11.0,13,0,07/19/20
San Luis Obispo,1262.0,6.0,28,0,07/19/20
Solano,2551.0,31.0,48,0,07/19/20
Monterey,3079.0,18.0,59,0,07/19/20
Yuba,240.0,3.0,3,0,07/19/20
San Francisco,5094.0,52.0,43,0,07/19/20
Orange,29941.0,492.0,338,-2,07/19/20
Mono,63.0,1.0,9,0,07/19/20
Calaveras,89.0,0.0,0,0,07/19/20
Alpine,2.0,0.0,0,0,07/19/20
Nevada,210.0,1.0,6,0,07/19/20
Butte,555.0,4.0,4,0,07/19/20
Santa Cruz,753.0,3.0,2,0,07/19/20
Mendocino,137.0,0.0,0,0,07/19/20
Fresno,10639.0,100.0,258,0,07/19/20
Inyo,38.0,1.0,0,0,07/19/20
San Joaquin,8308.0,83.0,190,0,07/19/20
Ventura,5706.0,56.0,76,0,07/19/20
Trinity,2.0,0.0,0,0,07/19/20
Mariposa,35.0,1.0,0,0,07/19/20
El Dorado,385.0,0.0,0,0,07/19/20
Sonoma,2074.0,19.0,55,0,07/19/20
Shasta,218.0,7.0,2,0,07/19/20
Lassen,474.0,0.0,0,0,07/19/20
Colusa,187.0,0.0,5,0,07/19/20
Lake,144.0,1.0,2,0,07/19/20
Modoc,0.0,0.0,0,0,07/19/20
Tulare,6856.0,165.0,46,0,07/19/20
San Benito,412.0,2.0,5,0,07/19/20
Alameda,9227.0,162.0,138,0,07/19/20
Marin,4172.0,30.0,83,0,07/19/20
San Diego,23684.0,478.0,568,0,07/19/20
Out Of Country,0.0,0.0,0,0,07/19/20
Glenn,215.0,0.0,3,0,07/19/20
Siskiyou,42.0,0.0,0,0,07/19/20
Madera,1301.0,11.0,41,0,07/19/20
Tehama,138.0,1.0,2,0,07/19/20
Sutter,480.0,4.0,7,0,07/19/20
Napa,612.0,5.0,3,0,07/19/20
Los Angeles,156039.0,4095.0,2774,11,07/19/20
Sacramento,6985.0,95.0,246,0,07/19/20
Merced,2460.0,15.0,36,0,07/19/20
Kings,3035.0,41.0,39,0,07/19/20
Kern,10094.0,105.0,844,0,07/19/20
Riverside,30340.0,587.0,95,0,07/19/20
Unassigned,10.0,0.0,2,0,07/19/20
Contra Costa,5691.0,98.0,74,0,07/19/20
Del Norte,61.0,0.0,0,0,07/19/20
San Bernardino,23928.0,328.0,248,0,07/19/20
Stanislaus,6508.0,63.0,164,0,07/19/20
Plumas,17.0,0.0,0,0,07/19/20
Humboldt,195.0,4.0,6,0,07/19/20
Amador,51.0,0.0,2,0,07/19/20
Imperial,7280.0,161.0,12,0,07/19/20
Yolo,1127.0,31.0,50,0,07/19/20
Santa Clara,7711.0,178.0,308,1,07/20/20
San Mateo,4609.0,114.0,87,0,07/20/20
Santa Barbara,5266.0,32.0,121,0,07/20/20
Tuolumne,75.0,0.0,0,0,07/20/20
Sierra,1.0,0.0,0,0,07/20/20
Placer,1364.0,11.0,118,0,07/20/20
San Luis Obispo,1282.0,6.0,20,0,07/20/20
Solano,2537.0,34.0,-14,3,07/20/20
Monterey,3205.0,19.0,126,1,07/20/20
Yuba,258.0,3.0,18,0,07/20/20
San Francisco,5090.0,52.0,-4,0,07/20/20
Orange,30337.0,493.0,396,1,07/20/20
Mono,78.0,1.0,15,0,07/20/20
Calaveras,90.0,0.0,1,0,07/20/20
Alpine,2.0,0.0,0,0,07/20/20
Nevada,218.0,1.0,8,0,07/20/20
Butte,586.0,5.0,31,1,07/20/20
Santa Cruz,758.0,3.0,5,0,07/20/20
Mendocino,153.0,0.0,16,0,07/20/20
Fresno,10891.0,100.0,252,0,07/20/20
Inyo,38.0,1.0,0,0,07/20/20
San Joaquin,8583.0,94.0,275,11,07/20/20
Ventura,5912.0,57.0,206,1,07/20/20
Trinity,2.0,0.0,0,0,07/20/20
Mariposa,36.0,1.0,1,0,07/20/20
El Dorado,407.0,0.0,22,0,07/20/20
Sonoma,2148.0,20.0,74,1,07/20/20
Shasta,233.0,7.0,15,0,07/20/20
Lassen,474.0,0.0,0,0,07/20/20
Colusa,217.0,0.0,30,0,07/20/20
Lake,147.0,1.0,3,0,07/20/20
Modoc,0.0,0.0,0,0,07/20/20
Tulare,6974.0,167.0,118,2,07/20/20
San Benito,433.0,2.0,21,0,07/20/20
Alameda,9244.0,162.0,17,0,07/20/20
Marin,4255.0,31.0,83,1,07/20/20
San Diego,24137.0,478.0,453,0,07/20/20
Out Of Country,0.0,0.0,0,0,07/20/20
Glenn,225.0,0.0,10,0,07/20/20
Siskiyou,42.0,0.0,0,0,07/20/20
Madera,1433.0,13.0,132,2,07/20/20
Tehama,146.0,1.0,8,0,07/20/20
Sutter,507.0,4.0,27,0,07/20/20
Napa,632.0,7.0,20,2,07/20/20
Los Angeles,159202.0,4104.0,3163,9,07/20/20
Sacramento,7369.0,96.0,384,1,07/20/20
Merced,2584.0,22.0,124,7,07/20/20
Kings,3093.0,42.0,58,1,07/20/20
Kern,10908.0,105.0,814,0,07/20/20
Riverside,31163.0,588.0,823,1,07/20/20
Unassigned,13.0,0.0,3,0,07/20/20
Contra Costa,5823.0,99.0,132,1,07/20/20
Del Norte,61.0,0.0,0,0,07/20/20
San Bernardino,24226.0,329.0,298,1,07/20/20
Stanislaus,6835.0,71.0,327,8,07/20/20
Plumas,17.0,0.0,0,0,07/20/20
Humboldt,194.0,4.0,-1,0,07/20/20
Amador,53.0,0.0,2,0,07/20/20
Imperial,7337.0,163.0,57,2,07/20/20
Yolo,1155.0,34.0,28,3,07/20/20
Santa Clara,7989.0,178.0,278,0,07/21/20
San Mateo,4733.0,114.0,124,0,07/21/20
Santa Barbara,5422.0,32.0,156,0,07/21/20
Tuolumne,75.0,0.0,0,0,07/21/20
Sierra,1.0,0.0,0,0,07/21/20
Placer,1413.0,12.0,49,1,07/21/20
San Luis Obispo,1338.0,7.0,56,1,07/21/20
Solano,2727.0,35.0,190,1,07/21/20
Monterey,3404.0,21.0,199,2,07/21/20
Yuba,269.0,3.0,11,0,07/21/20
San Francisco,5377.0,53.0,287,1,07/21/20
Orange,31356.0,513.0,1019,20,07/21/20
Mono,79.0,1.0,1,0,07/21/20
Calaveras,96.0,1.0,6,1,07/21/20
Alpine,2.0,0.0,0,0,07/21/20
Nevada,228.0,1.0,10,0,07/21/20
Butte,659.0,5.0,73,0,07/21/20
Santa Cruz,835.0,3.0,77,0,07/21/20
Mendocino,160.0,0.0,7,0,07/21/20
Fresno,11412.0,104.0,521,4,07/21/20
Inyo,38.0,1.0,0,0,07/21/20
San Joaquin,9150.0,95.0,567,1,07/21/20
Ventura,6131.0,62.0,219,5,07/21/20
Trinity,2.0,0.0,0,0,07/21/20
Mariposa,37.0,1.0,1,0,07/21/20
El Dorado,440.0,0.0,33,0,07/21/20
Sonoma,2200.0,20.0,52,0,07/21/20
Shasta,241.0,7.0,8,0,07/21/20
Lassen,474.0,0.0,0,0,07/21/20
Colusa,227.0,0.0,10,0,07/21/20
Lake,157.0,1.0,10,0,07/21/20
Modoc,0.0,0.0,0,0,07/21/20
Tulare,7447.0,168.0,473,1,07/21/20
San Benito,444.0,2.0,11,0,07/21/20
Alameda,9390.0,167.0,146,5,07/21/20
Marin,4318.0,34.0,63,3,07/21/20
San Diego,24522.0,487.0,385,9,07/21/20
Out Of Country,0.0,0.0,0,0,07/21/20
Glenn,229.0,0.0,4,0,07/21/20
Siskiyou,48.0,0.0,6,0,07/21/20
Madera,1508.0,13.0,75,0,07/21/20
Tehama,150.0,1.0,4,0,07/21/20
Sutter,533.0,4.0,26,0,07/21/20
Napa,660.0,7.0,28,0,07/21/20
Los Angeles,162205.0,4154.0,3003,50,07/21/20
Sacramento,7789.0,96.0,420,0,07/21/20
Merced,2725.0,22.0,141,0,07/21/20
Kings,3187.0,42.0,94,0,07/21/20
Kern,11998.0,105.0,1090,0,07/21/20
Riverside,32231.0,589.0,1068,1,07/21/20
Unassigned,3.0,0.0,-10,0,07/21/20
Contra Costa,6210.0,102.0,387,3,07/21/20
Del Norte,66.0,0.0,5,0,07/21/20
San Bernardino,25323.0,333.0,1097,4,07/21/20
Stanislaus,6984.0,73.0,149,2,07/21/20
Plumas,19.0,0.0,2,0,07/21/20
Humboldt,198.0,4.0,4,0,07/21/20
Amador,55.0,0.0,2,0,07/21/20
Imperial,7458.0,163.0,121,0,07/21/20
Yolo,1204.0,34.0,49,0,07/21/20
Santa Clara,8266.0,180.0,277,2,07/22/20
San Mateo,4796.0,114.0,63,0,07/22/20
Santa Barbara,5508.0,32.0,86,0,07/22/20
Tuolumne,91.0,0.0,16,0,07/22/20
Sierra,1.0,0.0,0,0,07/22/20
Placer,1469.0,12.0,56,0,07/22/20
San Luis Obispo,1373.0,7.0,35,0,07/22/20
Solano,2839.0,35.0,112,0,07/22/20
Monterey,3533.0,21.0,129,0,07/22/20
Yuba,288.0,3.0,19,0,07/22/20
San Francisco,5473.0,53.0,96,0,07/22/20
Orange,32047.0,521.0,691,8,07/22/20
Mono,82.0,1.0,3,0,07/22/20
Calaveras,98.0,1.0,2,0,07/22/20
Alpine,2.0,0.0,0,0,07/22/20
Nevada,239.0,1.0,11,0,07/22/20
Butte,694.0,5.0,35,0,07/22/20
Santa Cruz,866.0,3.0,31,0,07/22/20
Mendocino,166.0,0.0,6,0,07/22/20
Fresno,11756.0,104.0,344,0,07/22/20
Inyo,38.0,1.0,0,0,07/22/20
San Joaquin,9628.0,98.0,478,3,07/22/20
Ventura,6223.0,63.0,92,1,07/22/20
Trinity,3.0,0.0,1,0,07/22/20
Mariposa,38.0,1.0,1,0,07/22/20
El Dorado,466.0,0.0,26,0,07/22/20
Sonoma,2255.0,22.0,55,2,07/22/20
Shasta,246.0,7.0,5,0,07/22/20
Lassen,500.0,0.0,26,0,07/22/20
Colusa,236.0,0.0,9,0,07/22/20
Lake,160.0,1.0,3,0,07/22/20
Modoc,0.0,0.0,0,0,07/22/20
Tulare,7640.0,168.0,193,0,07/22/20
San Benito,465.0,2.0,21,0,07/22/20
Alameda,9678.0,171.0,288,4,07/22/20
Marin,4373.0,35.0,55,1,07/22/20
San Diego,25109.0,505.0,587,18,07/22/20
Out Of Country,0.0,0.0,0,0,07/22/20
Glenn,236.0,0.0,7,0,07/22/20
Siskiyou,52.0,0.0,4,0,07/22/20
Madera,1578.0,16.0,70,3,07/22/20
Tehama,155.0,1.0,5,0,07/22/20
Sutter,551.0,4.0,18,0,07/22/20
Napa,687.0,7.0,27,0,07/22/20
Los Angeles,165242.0,4213.0,3037,59,07/22/20
Sacramento,8028.0,96.0,239,0,07/22/20
Merced,2828.0,26.0,103,4,07/22/20
Kings,3271.0,45.0,84,3,07/22/20
Kern,13513.0,115.0,1515,10,07/22/20
Riverside,33093.0,617.0,862,28,07/22/20
Unassigned,4.0,0.0,1,0,07/22/20
Contra Costa,6401.0,102.0,191,0,07/22/20
Del Norte,66.0,0.0,0,0,07/22/20
San Bernardino,26820.0,337.0,1497,4,07/22/20
Stanislaus,7401.0,77.0,417,4,07/22/20
Plumas,20.0,0.0,1,0,07/22/20
Humboldt,201.0,4.0,3,0,07/22/20
Amador,58.0,0.0,3,0,07/22/20
Imperial,7533.0,165.0,75,2,07/22/20
Yolo,1233.0,35.0,29,1,07/22/20
Santa Clara,8458.0,181.0,192,1,07/23/20
San Mateo,4895.0,114.0,99,0,07/23/20
Santa Barbara,5628.0,32.0,120,0,07/23/20
Tuolumne,93.0,0.0,2,0,07/23/20
Sierra,1.0,0.0,0,0,07/23/20
Placer,1519.0,13.0,50,1,07/23/20
San Luis Obispo,1438.0,8.0,65,1,07/23/20
Solano,2962.0,35.0,123,0,07/23/20
Monterey,3655.0,22.0,122,1,07/23/20
Yuba,297.0,3.0,9,0,07/23/20
San Francisco,5543.0,55.0,70,2,07/23/20
Orange,32863.0,543.0,816,22,07/23/20
Mono,82.0,1.0,0,0,07/23/20
Calaveras,102.0,1.0,4,0,07/23/20
Alpine,2.0,0.0,0,0,07/23/20
Nevada,247.0,1.0,8,0,07/23/20
Butte,726.0,5.0,32,0,07/23/20
Santa Cruz,887.0,4.0,21,1,07/23/20
Mendocino,178.0,3.0,12,3,07/23/20
Fresno,12164.0,104.0,408,0,07/23/20
Inyo,38.0,1.0,0,0,07/23/20
San Joaquin,9861.0,107.0,233,9,07/23/20
Ventura,6303.0,63.0,80,0,07/23/20
Trinity,3.0,0.0,0,0,07/23/20
Mariposa,40.0,1.0,2,0,07/23/20
El Dorado,491.0,1.0,25,1,07/23/20
Sonoma,2289.0,22.0,34,0,07/23/20
Shasta,254.0,7.0,8,0,07/23/20
Lassen,503.0,0.0,3,0,07/23/20
Colusa,242.0,2.0,6,2,07/23/20
Lake,160.0,1.0,0,0,07/23/20
Modoc,0.0,0.0,0,0,07/23/20
Tulare,7898.0,168.0,258,0,07/23/20
San Benito,478.0,2.0,13,0,07/23/20
Alameda,9924.0,173.0,246,2,07/23/20
Marin,4423.0,35.0,50,0,07/23/20
San Diego,25615.0,512.0,506,7,07/23/20
Out Of Country,0.0,0.0,0,0,07/23/20
Glenn,246.0,1.0,10,1,07/23/20
Siskiyou,53.0,0.0,1,0,07/23/20
Madera,1659.0,18.0,81,2,07/23/20
Tehama,158.0,1.0,3,0,07/23/20
Sutter,570.0,4.0,19,0,07/23/20
Napa,713.0,8.0,26,1,07/23/20
Los Angeles,167198.0,4262.0,1956,49,07/23/20
Sacramento,8222.0,98.0,194,2,07/23/20
Merced,2972.0,27.0,144,1,07/23/20
Kings,3371.0,45.0,100,0,07/23/20
Kern,14491.0,115.0,978,0,07/23/20
Riverside,33833.0,637.0,740,20,07/23/20
Unassigned,4.0,0.0,0,0,07/23/20
Contra Costa,6619.0,102.0,218,0,07/23/20
Del Norte,66.0,0.0,0,0,07/23/20
San Bernardino,28121.0,358.0,1301,21,07/23/20
Stanislaus,7603.0,79.0,202,2,07/23/20
Plumas,21.0,0.0,1,0,07/23/20
Humboldt,208.0,4.0,7,0,07/23/20
Amador,61.0,0.0,3,0,07/23/20
Imperial,7604.0,170.0,71,5,07/23/20
Yolo,1279.0,37.0,46,2,07/23/20
Santa Clara,8658.0,183.0,200,2,07/24/20
San Mateo,4954.0,117.0,59,3,07/24/20
Santa Barbara,5776.0,32.0,148,0,07/24/20
Tuolumne,99.0,0.0,6,0,07/24/20
Sierra,1.0,0.0,0,0,07/24/20
Placer,1551.0,13.0,32,0,07/24/20
San Luis Obispo,1476.0,8.0,38,0,07/24/20
Solano,3062.0,35.0,100,0,07/24/20
Monterey,3748.0,22.0,93,0,07/24/20
Yuba,307.0,3.0,10,0,07/24/20
San Francisco,5611.0,56.0,68,1,07/24/20
Orange,33530.0,556.0,667,13,07/24/20
Mono,82.0,1.0,0,0,07/24/20
Calaveras,102.0,1.0,0,0,07/24/20
Alpine,2.0,0.0,0,0,07/24/20
Nevada,255.0,1.0,8,0,07/24/20
Butte,751.0,5.0,25,0,07/24/20
Santa Cruz,930.0,4.0,43,0,07/24/20
Mendocino,188.0,4.0,10,1,07/24/20
Fresno,12564.0,112.0,400,8,07/24/20
Inyo,41.0,1.0,3,0,07/24/20
San Joaquin,10190.0,110.0,329,3,07/24/20
Ventura,6553.0,67.0,250,4,07/24/20
Trinity,3.0,0.0,0,0,07/24/20
Mariposa,41.0,1.0,1,0,07/24/20
El Dorado,516.0,1.0,25,0,07/24/20
Sonoma,2345.0,24.0,56,2,07/24/20
Shasta,262.0,8.0,8,1,07/24/20
Lassen,503.0,0.0,0,0,07/24/20
Colusa,255.0,2.0,13,0,07/24/20
Lake,167.0,1.0,7,0,07/24/20
Modoc,0.0,0.0,0,0,07/24/20
Tulare,8167.0,168.0,269,0,07/24/20
San Benito,485.0,2.0,7,0,07/24/20
Alameda,10216.0,178.0,292,5,07/24/20
Marin,4517.0,54.0,94,19,07/24/20
San Diego,26100.0,524.0,485,12,07/24/20
Out Of Country,0.0,0.0,0,0,07/24/20
Glenn,251.0,1.0,5,0,07/24/20
Siskiyou,53.0,0.0,0,0,07/24/20
Madera,1679.0,19.0,20,1,07/24/20
Tehama,170.0,1.0,12,0,07/24/20
Sutter,593.0,4.0,23,0,07/24/20
Napa,741.0,8.0,28,0,07/24/20
Los Angeles,169078.0,4300.0,1880,38,07/24/20
Sacramento,8570.0,103.0,348,5,07/24/20
Merced,3100.0,27.0,128,0,07/24/20
